Average_goals_scored_last10,Average_HT_goals_scored_last10,Average_shots_last10,Average_shots_on_target_last10,Average_fouls_last10,Average_corners_last10,Average_yellow_cards_last10,Average_red_cards_last10,Average_goals_conceded_last10,Average_HT_goals_conceded_last10,Average_shots_conceded_last10,Average_shots_on_target_conceded_last10,Average_fouls_conceded_last10,Average_corners_conceded_last10,Average_yellow_cards_conceded_last10,Average_red_cards_conceded_last10,Average_B365Odds_last10,Average_B365Odds_Against_last10,Average_B365DrawOdds_last10,Average_BWOdds_last10,Average_BWOdds_against_last10,Average_BWDrawOdds_last10,Average_WHOdds_last10,Average_WHOdds_Against_last10
1.3,0.7,13.5,4.7,12.8,6.7,1.4,0.0,3.2590000000000003,3.8529999999999993,3.098,3.7550000000000003,3.16,3.4299999999999997,0.6,0.3,9.7,3.1,10.3,4.3,1.5,0.0,4.164,3.7940000000000005
1.4,0.5,11.7,3.6,10.7,5.9,1.8,0.0,5.245000000000001,4.17,4.74,4.089999999999999,4.822,3.7700000000000005,1.3,0.5,13.0,4.5,11.4,4.3,1.7,0.0,2.803,2.655
2.0,0.7,12.7,5.6,10.3,4.8,1.3,0.1,1.903,4.244999999999999,1.8450000000000002,4.055,1.9280000000000002,3.725,0.6,0.3,11.4,3.6,10.4,5.0,1.5,0.0,6.235,5.7250000000000005
1.0,0.7,11.0,3.4,13.6,4.4,2.3,0.0,4.866,3.815,4.33,3.665,4.673,3.438,1.2,0.5,12.1,3.7,10.0,6.7,1.6,0.1,2.504,2.379
0.7,0.3,10.2,2.2,9.9,4.8,1.1,0.4,5.08,3.75,4.720000000000001,3.7049999999999996,4.74,3.45,2.2,0.7,16.8,4.9,11.5,6.1,1.5,0.0,1.9619999999999997,1.8860000000000003
0.6,0.2,10.6,2.5,10.6,3.8,1.1,0.2,7.984999999999999,4.57,6.805,4.334999999999999,7.19,3.975,1.8,0.8,12.7,4.4,9.3,8.0,0.9,0.2,1.8300000000000005,1.7689999999999997
0.9,0.4,7.5,2.8,9.9,5.2,1.5,0.0,5.6499999999999995,4.0649999999999995,5.0,3.88,5.555000000000001,3.5799999999999996,1.8,1.0,19.7,5.9,11.8,8.2,0.8,0.0,2.382,2.3080000000000003
0.8,0.2,13.0,3.2,11.7,4.5,1.6,0.0,4.1850000000000005,3.745,4.126,3.6350000000000002,4.0649999999999995,3.46,1.1,0.5,12.8,3.7,9.3,5.3,1.9,0.0,2.4259999999999997,2.317
0.8,0.3,18.6,6.8,9.1,7.2,2.2,0.0,2.0780000000000003,4.008,2.021,3.8,2.086,3.5100000000000002,0.6,0.2,9.7,3.2,11.9,4.0,2.3,0.1,5.348,5.2
1.4,0.7,12.9,4.5,10.9,5.9,2.1,0.0,1.9919999999999998,4.4479999999999995,1.8960000000000001,4.284999999999999,1.972,3.938,1.2,0.6,11.1,4.0,12.6,4.0,2.5,0.1,6.912999999999999,6.12
0.6,0.3,11.1,2.8,10.1,3.4,1.0,0.1,7.984999999999999,4.58,6.789999999999999,4.345,7.15,3.9849999999999994,2.0,0.8,12.6,4.7,9.8,7.6,1.0,0.2,1.828,1.7690000000000001
1.4,0.7,14.2,4.9,12.6,6.6,1.3,0.0,2.832,3.8129999999999997,2.713,3.725,2.7270000000000003,3.46,0.5,0.3,9.6,3.0,10.6,4.0,1.7,0.0,4.552,4.137
2.0,1.5,15.0,5.7,10.4,6.6,1.5,0.0,1.9099999999999997,4.47,1.873,4.2,1.9309999999999998,3.8800000000000003,1.0,0.3,13.5,4.4,9.3,5.5,2.0,0.1,6.917999999999999,5.9399999999999995
1.4,0.3,12.9,5.4,10.1,5.7,2.3,0.1,2.9720000000000004,3.5799999999999996,2.877,3.4949999999999997,2.785,3.4,1.1,0.5,10.8,3.1,12.0,5.0,2.4,0.0,3.3979999999999997,3.217
0.7,0.1,13.1,3.9,11.7,4.6,1.0,0.0,6.233,4.244999999999999,5.575000000000001,4.109999999999999,5.85,3.755,1.9,1.0,15.1,5.1,9.9,5.5,0.8,0.1,2.221,2.1319999999999997
0.8,0.4,9.9,2.2,10.7,4.3,1.2,0.3,5.24,3.7999999999999994,4.84,3.755,4.91,3.5100000000000002,2.1,0.6,16.8,5.0,11.6,6.3,1.5,0.0,1.92,1.8509999999999998
1.6,0.5,16.6,5.5,11.2,5.9,1.7,0.1,1.9080000000000001,4.535,1.829,4.35,1.8969999999999998,4.029999999999999,1.0,0.4,11.5,3.9,11.5,4.4,2.4,0.0,7.325,6.705
1.4,0.6,15.7,5.2,11.2,3.7,1.6,0.2,4.332999999999999,3.8,4.01,3.6799999999999997,4.15,3.5450000000000004,1.6,0.8,12.1,4.2,9.9,5.1,1.7,0.0,2.6079999999999997,2.515
0.7,0.4,11.1,3.5,13.4,5.1,2.2,0.0,5.351,4.005000000000001,4.694999999999999,3.778,5.143,3.5879999999999996,1.1,0.7,13.3,4.4,10.0,5.8,1.1,0.0,2.554,2.412
2.8,1.2,16.6,6.7,10.9,7.7,1.8,0.0,1.716,4.925,1.6469999999999998,4.67,1.7180000000000004,4.279999999999999,1.1,0.2,9.0,3.0,9.8,2.8,1.8,0.1,8.598,7.45
2.2,0.9,14.2,6.1,10.5,4.9,1.6,0.2,1.7750000000000004,4.3,1.6989999999999998,4.165000000000001,1.782,3.875,0.9,0.3,12.4,4.1,10.6,4.3,1.7,0.0,6.58,6.09
1.0,0.3,11.3,3.2,11.2,5.6,1.5,0.0,4.720000000000001,4.002999999999999,4.4,3.925,4.332,3.69,1.0,0.4,12.7,4.1,12.7,5.1,1.3,0.0,2.771,2.6150000000000007
1.0,0.4,8.3,3.2,10.3,4.3,1.6,0.0,4.54,3.775,4.275,3.6700000000000004,4.415,3.4499999999999993,1.5,0.9,18.2,5.4,11.8,7.9,0.9,0.0,2.459,2.382
1.4,0.6,13.6,4.8,9.6,5.4,1.9,0.0,2.5549999999999997,3.723,2.445,3.6,2.531,3.405,1.0,0.4,11.6,3.3,13.7,5.1,1.8,0.1,4.167,3.907
0.9,0.2,9.9,2.6,8.3,4.4,1.1,0.0,5.1850000000000005,3.87,4.8100000000000005,3.6800000000000006,4.9799999999999995,3.4899999999999998,1.3,0.6,18.4,6.4,9.2,7.1,1.0,0.1,2.113,2.051
0.8,0.2,12.5,2.7,11.0,4.9,1.4,0.1,4.025,3.6450000000000005,3.7069999999999994,3.5699999999999994,3.8649999999999998,3.37,0.8,0.2,12.5,3.7,11.0,5.4,1.0,0.0,2.5580000000000003,2.4699999999999998
0.8,0.6,10.9,2.5,12.2,4.3,1.6,0.1,7.388,4.49,6.404999999999999,4.145,6.5,3.97,1.0,0.5,14.6,4.1,11.4,4.8,1.5,0.2,2.3760000000000003,2.2670000000000003
1.2,0.3,13.8,6.2,10.7,5.5,2.0,0.0,3.1420000000000003,3.63,3.0420000000000003,3.56,2.9400000000000004,3.46,1.4,0.6,11.6,3.8,11.3,4.5,2.4,0.0,3.3,3.104
1.0,0.3,17.9,6.9,9.2,7.8,2.1,0.0,1.9329999999999998,4.21,1.875,4.0200000000000005,1.934,3.6900000000000004,0.5,0.1,9.2,3.4,11.1,3.3,2.1,0.2,6.123,6.01
1.1,0.4,11.9,3.0,12.2,4.4,1.9,0.0,4.805000000000001,3.8800000000000003,4.7299999999999995,3.8049999999999997,4.72,3.6399999999999997,1.4,0.8,13.1,4.1,10.5,5.3,2.4,0.1,2.14,2.038
0.6,0.3,9.9,2.8,10.1,3.6,1.1,0.1,7.51,4.465,6.415000000000001,4.24,6.755,3.94,2.0,0.8,13.7,5.0,9.9,7.7,1.3,0.2,1.884,1.8239999999999998
1.1,0.3,13.5,4.9,13.6,6.6,1.1,0.0,2.925,3.8229999999999995,2.81,3.7,2.827,3.4450000000000003,0.4,0.2,9.5,2.9,9.9,3.8,1.8,0.0,4.287,3.872
1.8,0.7,17.8,6.1,10.4,5.4,1.4,0.1,1.907,4.615,1.828,4.4,1.893,4.15,0.7,0.5,11.2,3.9,11.1,4.2,1.8,0.0,8.175,7.1800000000000015
0.9,0.2,12.9,4.1,11.7,5.2,1.0,0.0,5.590000000000001,4.055,5.445,3.91,5.298,3.675,1.5,0.6,14.3,4.9,10.2,5.8,0.7,0.1,2.1839999999999997,2.075
0.7,0.3,11.1,2.6,11.6,4.8,1.5,0.2,5.389999999999999,3.9,5.08,3.845,5.15,3.535,2.2,0.5,14.7,6.4,10.6,6.0,1.6,0.0,2.034,1.9589999999999996
1.9,0.8,14.1,5.4,10.1,5.9,2.2,0.0,1.9829999999999999,4.418,1.8829999999999998,4.255000000000001,1.9689999999999999,3.9379999999999997,1.7,0.7,11.8,4.6,13.2,4.0,2.1,0.1,6.813,6.08
1.8,1.4,15.9,7.4,10.2,7.8,1.6,0.0,1.7200000000000002,4.67,1.682,4.393,1.7269999999999999,4.090000000000001,0.8,0.2,13.9,4.3,8.7,5.5,2.1,0.1,7.337999999999999,6.65
0.9,0.6,9.1,2.8,12.4,3.8,1.2,0.1,7.472999999999999,4.415,6.333,4.125,6.56,3.9900000000000007,1.1,0.6,15.4,4.8,11.2,5.4,1.4,0.0,2.189,2.1000000000000005
1.2,0.4,12.1,3.3,11.3,4.5,1.5,0.1,4.192,3.7649999999999997,3.8270000000000004,3.655,3.91,3.45,1.2,0.3,14.7,5.0,9.9,5.5,0.9,0.0,2.768,2.67
1.3,0.8,14.3,4.9,11.0,3.7,1.7,0.3,4.3,3.85,4.0200000000000005,3.723,4.0760000000000005,3.6580000000000004,1.6,0.8,11.7,4.2,9.3,4.4,1.7,0.0,2.6510000000000002,2.551
2.4,1.0,16.3,7.7,10.5,7.8,1.6,0.0,1.569,4.818,1.513,4.550000000000001,1.568,4.279999999999999,1.2,0.2,9.4,3.9,9.2,3.3,1.5,0.1,8.26,7.590000000000001
1.2,0.3,11.2,3.8,10.7,4.2,1.4,0.0,4.575000000000001,3.8379999999999996,4.215,3.7199999999999998,4.287999999999999,3.535,1.5,0.6,12.0,4.6,12.0,5.8,1.5,0.0,2.33,2.239
1.5,0.8,15.2,6.5,9.3,5.2,1.6,0.0,2.775,3.893,2.635,3.7399999999999998,2.684,3.565,1.2,0.5,11.3,3.6,13.2,4.7,2.1,0.1,4.447,4.117
2.3,0.9,14.8,6.5,10.7,5.4,1.6,0.1,1.704,4.46,1.6320000000000001,4.2829999999999995,1.709,3.9909999999999997,1.0,0.4,11.6,4.0,11.5,4.2,1.9,0.0,6.55,6.290000000000001
0.6,0.2,10.5,3.3,12.1,5.0,1.9,0.1,4.895999999999999,3.8649999999999998,4.45,3.668,4.753,3.5,1.0,0.6,13.8,5.9,9.3,5.5,0.9,0.0,2.547,2.396
1.0,0.25,10.5,2.375,7.75,4.5,1.125,0.0,5.60625,3.9875,5.2125,3.7625,5.375,3.6,1.625,0.75,17.875,6.375,9.625,6.875,1.0,0.0,2.07875,2.0075000000000003
1.3,0.6,8.5,4.0,10.0,4.3,1.3,0.0,4.1049999999999995,3.6950000000000003,3.9200000000000004,3.6049999999999995,3.9479999999999995,3.4599999999999995,1.3,0.5,19.1,6.9,11.6,8.1,1.1,0.0,2.525,2.4370000000000003
1.1,0.4,9.4,4.7,10.1,3.9,1.4,0.0,3.997999999999999,3.755,3.8270000000000004,3.6350000000000002,3.846,3.5100000000000002,1.6,0.5,19.7,7.8,11.3,7.9,1.2,0.0,2.775,2.697
1.1,0.4,18.7,7.8,8.8,8.1,1.7,0.0,2.175,4.119999999999999,2.1079999999999997,3.96,2.1759999999999997,3.63,0.8,0.4,8.8,3.9,10.5,3.3,2.0,0.3,5.5680000000000005,5.397
2.2,1.0,16.8,7.7,10.3,7.9,1.6,0.0,1.536,4.938,1.4819999999999998,4.67,1.531,4.41,1.1,0.2,10.3,4.8,9.4,3.6,1.5,0.1,8.61,7.890000000000001
0.7,0.2,11.6,3.3,10.5,4.9,1.4,0.3,4.9399999999999995,3.8199999999999994,4.685,3.745,4.755,3.4150000000000005,1.9,0.6,14.3,7.1,10.2,6.6,1.8,0.0,2.289,2.199
1.2,0.3,12.0,4.4,10.6,4.4,1.5,0.0,5.125,4.008,4.6899999999999995,3.9,4.877999999999999,3.685,1.6,0.7,13.2,5.2,11.8,5.8,1.6,0.0,2.2399999999999993,2.148
1.5,1.2,15.4,8.2,9.8,7.3,1.5,0.0,1.793,4.525,1.7579999999999998,4.2330000000000005,1.8050000000000002,3.9299999999999997,0.6,0.2,13.1,4.8,8.0,5.5,1.9,0.0,6.898000000000001,6.165
0.9,0.1,12.2,5.2,12.4,6.7,1.1,0.0,3.193,3.785,2.928,3.66,3.1019999999999994,3.3849999999999993,0.5,0.1,9.4,3.3,9.8,3.9,1.5,0.0,3.903999999999999,3.532
0.8,0.5,9.6,3.5,11.9,3.4,1.2,0.2,6.811,4.305000000000001,5.723,4.034999999999999,5.989999999999999,3.9200000000000004,1.0,0.6,15.0,4.7,12.2,5.5,1.4,0.1,2.3440000000000003,2.278
1.0,0.14285714285714285,10.142857142857142,2.2857142857142856,8.142857142857142,3.857142857142857,1.0,0.0,4.264285714285714,3.628571428571429,4.1,3.478571428571428,4.0,3.4,1.2857142857142858,0.7142857142857143,17.571428571428573,6.285714285714286,9.285714285714286,7.0,1.0,0.0,2.197142857142857,2.1185714285714288
1.3,0.3,10.6,3.7,12.7,5.2,1.3,0.0,4.645,3.7849999999999993,4.485,3.6700000000000004,4.458,3.4849999999999994,1.3,0.5,13.7,4.5,10.4,5.3,1.0,0.1,2.3550000000000004,2.2499999999999996
0.9,0.4,11.2,3.5,11.6,4.4,1.8,0.1,4.2299999999999995,3.85,3.9870000000000005,3.7049999999999996,4.0,3.53,1.1,0.3,14.4,5.3,10.3,5.6,0.9,0.0,2.905,2.798
1.2,0.3,11.9,5.3,10.3,4.8,1.9,0.0,4.625,3.8299999999999996,4.372,3.7600000000000002,4.1850000000000005,3.565,1.6,0.7,12.5,5.7,10.2,4.5,1.8,0.0,2.403,2.266
1.4,0.6,16.5,6.4,9.5,5.9,1.5,0.2,2.1119999999999997,4.33,1.9989999999999999,4.17,2.096,3.9299999999999997,0.7,0.6,10.5,4.4,12.2,3.6,1.8,0.2,6.775,6.023
2.0,1.0,14.6,7.3,10.6,5.6,1.8,0.1,1.7689999999999997,4.295,1.687,4.163,1.768,3.836,0.9,0.4,11.6,4.1,12.0,4.0,2.5,0.0,5.989999999999999,5.709999999999999
1.6,0.8,13.3,5.6,9.9,5.0,2.1,0.1,2.2079999999999997,4.32,2.112,4.220000000000001,2.187,3.8800000000000003,1.6,0.5,12.3,5.3,10.7,4.9,1.4,0.1,6.2379999999999995,5.610000000000001
1.3,0.7,16.0,6.9,9.8,5.8,1.2,0.0,2.6499999999999995,3.8329999999999997,2.5279999999999996,3.6700000000000004,2.5629999999999997,3.5099999999999993,0.8,0.2,11.4,3.9,12.6,3.7,1.9,0.1,4.325,4.075
0.7,0.3,10.7,4.4,11.0,4.8,1.3,0.1,5.422,3.8650000000000007,4.93,3.745,5.0169999999999995,3.6,1.9,0.6,13.7,5.4,11.7,6.6,1.7,0.1,2.179,2.1209999999999996
2.0,0.7,11.4,4.9,12.0,4.0,2.0,0.1,4.725,3.9099999999999993,4.648,3.825,4.674999999999999,3.6700000000000004,1.4,0.8,12.4,4.6,11.6,5.0,2.4,0.3,2.2399999999999998,2.143
0.8,0.3,10.3,3.8,11.8,5.0,2.2,0.1,4.961,3.8649999999999993,4.51,3.6580000000000004,4.795,3.4899999999999998,1.0,0.6,13.6,5.9,8.6,5.0,1.0,0.1,2.527,2.396
0.9,0.5,12.5,4.2,12.0,3.9,1.9,0.3,4.1530000000000005,3.8200000000000003,3.9050000000000002,3.653,3.9559999999999995,3.5980000000000003,1.9,0.9,10.6,4.6,9.1,4.2,1.6,0.0,2.711,2.618
0.8,0.6,12.0,4.2,11.5,4.0,2.0,0.3,3.893,3.7699999999999996,3.6800000000000006,3.5829999999999997,3.6760000000000006,3.5430000000000006,1.7,0.6,9.6,4.3,9.5,5.6,1.3,0.0,2.771,2.683
1.7,0.9,16.0,9.1,9.2,6.9,1.9,0.0,1.968,4.105,1.918,3.878,1.9779999999999998,3.66,0.6,0.3,11.1,4.8,9.1,5.2,2.1,0.1,5.296000000000001,5.0
1.3,0.2,10.8,4.0,11.9,5.6,1.5,0.0,4.08,3.755,4.002000000000001,3.62,3.91,3.4300000000000006,1.2,0.4,13.3,4.6,10.3,5.3,1.4,0.1,2.748,2.617
1.4,0.4,12.4,5.6,10.6,4.3,1.8,0.1,4.140000000000001,3.758,3.875,3.6300000000000003,3.9880000000000004,3.44,1.7,0.8,13.3,5.3,11.3,6.3,1.6,0.2,2.4200000000000004,2.337
1.9,0.8,16.4,8.2,9.8,7.1,1.1,0.0,1.516,5.077999999999999,1.467,4.785,1.516,4.525,0.8,0.1,10.5,4.7,8.7,4.1,1.3,0.1,9.135,8.365
1.1,0.5,11.1,4.1,11.6,4.1,1.9,0.1,4.13,3.87,3.906999999999999,3.7099999999999995,3.9199999999999995,3.5400000000000005,1.0,0.2,15.3,6.1,10.3,5.6,0.9,0.0,2.997,2.873
0.8,0.0,8.2,2.0,6.6,2.8,1.0,0.0,4.7,3.72,4.5200000000000005,3.53,4.4,3.5,1.2,0.4,18.8,5.8,8.6,7.0,1.2,0.0,2.036,1.966
0.8,0.4,10.5,4.7,11.4,5.0,1.1,0.1,5.872,4.015,5.6049999999999995,3.875000000000001,5.467,3.775,2.1,0.7,14.5,6.4,11.9,6.8,1.7,0.1,2.154,2.094
1.5,0.8,17.5,7.3,9.0,6.0,1.5,0.1,1.9600000000000002,4.55,1.8690000000000002,4.365,1.9419999999999997,4.08,0.6,0.5,10.4,4.8,11.8,3.5,1.6,0.2,7.404999999999999,6.708000000000001
1.9,1.1,14.6,7.6,10.3,5.6,1.8,0.2,1.7060000000000002,4.355,1.6320000000000001,4.203,1.7080000000000002,3.8660000000000005,0.8,0.4,11.3,4.3,12.8,4.3,2.2,0.1,6.17,5.875
1.9,1.2,13.0,6.1,9.4,5.1,1.7,0.1,2.013,4.47,1.935,4.355,1.9929999999999999,3.96,1.2,0.4,11.1,5.3,10.0,3.8,1.2,0.1,6.668000000000001,5.95
0.9,0.2,11.9,5.8,11.0,4.7,1.7,0.0,5.218,4.05,5.007,3.9450000000000003,4.765,3.685,1.6,0.9,13.6,7.1,10.0,4.4,1.5,0.0,2.261,2.1710000000000003
1.5,0.4,16.4,7.7,9.1,7.1,1.3,0.0,2.244,4.15,2.1809999999999996,3.9549999999999996,2.241,3.6350000000000002,0.7,0.6,8.2,4.6,10.8,3.2,2.5,0.2,5.389999999999999,5.192
0.9,0.3,11.0,4.2,11.2,4.4,2.1,0.1,4.816,3.7299999999999995,4.430000000000001,3.568,4.565,3.375,0.8,0.4,14.6,6.2,8.3,5.3,1.1,0.1,2.326,2.226
0.5,0.4,10.5,4.5,13.2,3.6,1.5,0.2,6.851000000000001,4.3549999999999995,5.747999999999999,4.1,5.96,4.0200000000000005,1.4,0.6,12.9,5.5,12.0,5.7,1.3,0.1,2.392,2.336
0.9,0.3,9.6,5.3,10.7,3.3,1.5,0.1,4.073,3.7399999999999998,3.9219999999999997,3.5949999999999998,3.7960000000000003,3.4549999999999996,1.7,0.8,17.3,8.8,10.7,6.6,1.3,0.1,2.43,2.369
0.5,0.0,12.6,5.8,12.2,6.2,1.0,0.2,2.8739999999999997,3.685,2.6780000000000004,3.56,2.838,3.2800000000000002,0.9,0.2,9.0,4.1,11.2,4.4,1.7,0.1,3.6320000000000006,3.3549999999999995
1.0,0.4,10.3,4.1,10.0,4.5,1.4,0.4,4.5,3.7199999999999998,4.34,3.6049999999999995,4.328,3.3649999999999998,1.7,0.5,14.3,8.4,10.9,7.3,1.8,0.0,2.404,2.308
1.7,0.6,11.3,5.3,10.8,4.5,2.0,0.1,5.284999999999999,4.154999999999999,4.933,4.08,4.885,3.84,1.6,1.0,11.0,4.6,11.7,4.0,2.5,0.3,2.318,2.202
0.7,0.4,15.0,6.8,10.8,6.3,1.3,0.0,2.975,3.8329999999999997,2.8229999999999995,3.6599999999999993,2.8360000000000003,3.5200000000000005,0.5,0.2,10.8,4.2,11.2,4.2,1.9,0.0,3.9099999999999993,3.7350000000000003
1.5,0.7,18.3,10.8,9.2,7.7,1.7,0.0,1.8690000000000002,4.38,1.825,4.071,1.877,3.87,0.3,0.2,9.9,4.2,8.8,4.9,2.1,0.1,5.996,5.59
1.2,0.5,11.2,4.7,11.7,3.8,1.8,0.0,4.295,3.9449999999999994,4.127000000000001,3.755,4.130000000000001,3.56,1.0,0.3,15.8,7.2,9.5,5.3,0.9,0.0,2.933,2.802
1.0,0.0,8.333333333333334,2.6666666666666665,6.666666666666667,3.3333333333333335,0.6666666666666666,0.0,5.25,3.9166666666666665,5.116666666666666,3.6166666666666667,4.833333333333333,3.766666666666667,1.3333333333333333,0.3333333333333333,15.666666666666666,4.0,9.333333333333334,5.666666666666667,0.3333333333333333,0.0,1.9400000000000002,1.8766666666666667
0.5,0.3,12.3,5.1,12.0,5.5,2.0,0.3,3.7330000000000005,3.78,3.5460000000000003,3.5629999999999997,3.543,3.5629999999999997,1.6,0.6,8.7,4.7,9.6,6.1,1.5,0.0,2.886,2.788
1.8,1.1,14.9,7.4,8.9,5.0,1.4,0.1,2.1350000000000002,4.385,2.036,4.205,2.074,3.95,0.7,0.4,12.3,6.1,11.8,4.1,2.3,0.2,6.5550000000000015,5.872999999999999
1.2,0.3,12.3,5.7,10.1,5.4,1.9,0.1,4.21,3.7880000000000003,3.9550000000000005,3.62,4.058,3.4799999999999995,1.9,0.9,13.5,6.3,11.9,5.9,2.0,0.3,2.32,2.244
1.6,0.3,10.9,5.2,11.0,5.3,1.8,0.0,4.703,3.9199999999999995,4.372,3.775,4.390000000000001,3.6,1.4,0.3,12.0,5.1,11.5,5.5,1.7,0.1,2.6979999999999995,2.588
1.0,0.5,10.2,4.9,12.5,4.9,1.5,0.1,4.932,3.6550000000000002,4.744999999999999,3.5450000000000004,4.537,3.525,1.7,0.5,13.6,6.4,12.6,6.5,2.1,0.1,2.2190000000000003,2.1700000000000004
1.6,0.8,13.6,7.5,10.4,6.0,1.9,0.2,1.703,4.48,1.6299999999999997,4.327999999999999,1.698,4.021,0.7,0.3,10.2,4.8,12.3,3.4,2.4,0.1,6.470000000000001,6.05
1.7,0.7,15.7,8.5,10.1,6.9,1.4,0.0,1.486,5.348000000000001,1.443,4.9799999999999995,1.4729999999999999,4.805000000000001,1.0,0.1,9.9,5.5,7.8,4.3,1.4,0.1,9.9,8.97
2.0,1.2,12.6,6.0,9.3,5.0,1.6,0.1,1.9930000000000003,4.17,1.9259999999999997,4.09,1.98,3.6799999999999997,1.3,0.3,11.9,5.7,10.1,4.2,1.4,0.0,5.834999999999999,5.260000000000001
1.7,0.6,15.5,8.3,9.9,6.6,1.5,0.0,2.189,3.9849999999999994,2.129,3.8299999999999996,2.199,3.5750000000000006,0.9,0.6,8.6,4.8,9.4,3.9,2.3,0.2,5.08,4.832000000000001
0.8,0.1,11.7,5.8,11.0,5.1,1.7,0.0,5.217999999999999,4.029999999999999,4.982,3.9,4.750000000000001,3.6350000000000002,1.8,1.0,13.5,8.1,9.8,3.9,1.7,0.0,2.2640000000000002,2.1860000000000004
0.9,0.3,10.0,4.1,12.1,4.5,2.5,0.1,4.743,3.7199999999999998,4.369999999999999,3.558,4.4799999999999995,3.3849999999999993,1.2,0.6,15.3,7.6,8.6,5.2,1.0,0.1,2.518,2.403
0.9,0.3,12.5,6.3,11.8,5.8,1.1,0.2,3.009,3.7049999999999996,2.8049999999999997,3.5549999999999997,2.978,3.2399999999999998,0.9,0.3,8.4,4.3,10.2,5.0,1.5,0.1,3.407,3.2049999999999996
0.9,0.2,9.4,5.5,11.5,3.5,1.7,0.1,4.212999999999999,3.7299999999999995,4.061999999999999,3.5700000000000003,3.9159999999999995,3.4450000000000003,1.7,0.8,17.2,9.2,10.0,6.6,1.3,0.1,2.2950000000000004,2.229
0.6,0.4,9.2,4.5,13.3,3.4,1.5,0.2,5.396,3.8549999999999995,4.683,3.71,4.72,3.6800000000000006,1.3,0.7,12.8,5.9,12.4,5.9,1.6,0.1,2.43,2.37
0.9,0.5,9.2,4.4,10.8,4.1,1.8,0.3,5.3,3.9,5.09,3.78,5.138,3.5,1.4,0.4,13.6,8.5,11.1,7.4,1.6,0.0,2.2779999999999996,2.185
1.0,0.5,14.9,7.5,10.3,7.2,1.6,0.0,2.9010000000000002,3.9779999999999993,2.713,3.78,2.755,3.633,0.7,0.3,10.9,5.1,11.5,4.3,1.8,0.0,4.37,4.18
2.0,1.1,15.5,7.7,8.9,5.7,1.2,0.1,1.9609999999999999,4.545,1.866,4.365,1.9270000000000003,4.05,0.8,0.5,11.7,6.1,12.4,4.2,2.5,0.2,7.409999999999999,6.6930000000000005
1.9,0.9,15.7,9.0,10.1,6.7,1.7,0.0,1.6880000000000002,4.923,1.6310000000000002,4.725,1.689,4.435,0.8,0.1,10.4,5.5,8.3,4.7,1.6,0.1,8.48,7.915000000000001
0.8,0.1,11.9,5.5,9.7,5.1,1.4,0.0,4.9079999999999995,3.9800000000000004,4.697000000000001,3.845,4.590000000000001,3.5450000000000004,1.9,1.0,13.1,8.7,9.5,3.8,1.7,0.0,2.327,2.2489999999999997
1.6,0.4,9.7,5.2,10.0,5.5,2.2,0.1,4.925999999999999,3.96,4.562,3.825,4.595000000000001,3.5900000000000007,1.5,0.3,13.2,6.2,11.0,6.4,1.8,0.0,2.598,2.49
1.6,0.6,19.2,12.0,8.7,8.6,1.4,0.0,1.777,4.444999999999999,1.7309999999999999,4.111,1.7920000000000003,3.87,0.7,0.5,9.9,5.4,8.3,4.8,1.5,0.1,6.228,5.83
1.3,0.3,13.2,7.0,10.0,5.5,1.7,0.2,3.94,3.6849999999999996,3.71,3.5,3.818,3.3699999999999997,2.0,1.0,12.8,6.4,11.6,5.7,1.9,0.3,2.363,2.3009999999999997
1.8,0.7,14.0,8.3,10.5,6.4,1.9,0.3,1.6030000000000002,4.78,1.5390000000000001,4.628,1.598,4.220999999999999,0.8,0.3,9.2,4.4,12.0,3.6,2.3,0.1,7.640000000000001,6.840000000000001
0.7,0.3,9.4,4.8,14.6,5.0,1.6,0.1,5.7219999999999995,3.84,5.27,3.69,5.282000000000001,3.7300000000000004,2.0,0.9,13.8,7.5,12.5,6.1,2.0,0.0,2.133,2.1149999999999998
1.5,0.7,12.1,5.8,10.7,3.8,1.7,0.0,4.885,4.154999999999999,4.641,3.905,4.635,3.71,1.0,0.3,16.3,9.0,9.2,5.9,0.9,0.1,2.7459999999999996,2.6320000000000006
0.9,0.5,10.0,4.9,10.6,4.4,1.7,0.3,4.955,3.87,4.79,3.75,4.798,3.45,1.4,0.5,12.6,8.2,11.0,7.8,1.7,0.1,2.505,2.38
2.2,0.8,11.0,6.7,11.3,4.9,1.7,0.1,4.8,3.9699999999999998,4.408,3.905,4.4,3.6,1.6,0.8,11.3,5.9,12.0,5.3,2.3,0.3,2.339,2.248
0.7,0.3,10.6,5.2,11.8,5.5,1.9,0.2,3.810999999999999,3.81,3.7409999999999997,3.6029999999999993,3.6109999999999998,3.433,1.9,0.7,9.7,5.8,8.9,6.7,1.2,0.0,2.8810000000000002,2.7840000000000003
1.7,0.7,14.6,9.1,9.8,6.0,1.6,0.0,2.394,4.04,2.3280000000000003,3.8899999999999997,2.4120000000000004,3.5050000000000003,1.3,0.7,9.0,4.6,8.7,3.9,2.0,0.2,4.9,4.567
0.8,0.5,9.5,4.9,12.7,3.5,1.5,0.2,4.151,3.5849999999999995,4.0329999999999995,3.505,4.2299999999999995,3.56,1.6,0.7,12.9,6.9,11.8,6.8,1.8,0.1,2.36,2.306
