match_id,date,home_team,away_team,FTHG,FTAG,FTR,HTHG,HTAG,HTR,referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,WHH,WHD,WHA
1941,2009-10-19 12:00:00,Fulham,Hull,2.0,0.0,1,1.0,0.0,H,A Marriner,17.0,5.0,11.0,2.0,13.0,15.0,7.0,4.0,1.0,1.0,0.0,0.0,1.67,3.6,5.5,1.65,3.65,5.0,1.62,3.75,5.5
1942,2009-10-24 12:00:00,Birmingham,Sunderland,2.0,1.0,1,1.0,0.0,H,M Atkinson,19.0,14.0,13.0,6.0,9.0,14.0,6.0,8.0,3.0,1.0,0.0,0.0,2.9,3.25,2.5,2.9,3.3,2.3,2.8,3.3,2.5
1943,2009-10-24 12:00:00,Burnley,Wigan,1.0,3.0,3,1.0,1.0,D,L Mason,12.0,13.0,9.0,8.0,12.0,11.0,7.0,4.0,2.0,0.0,0.0,0.0,2.5,3.3,2.88,2.35,3.15,2.95,2.4,3.3,2.9
1944,2009-10-24 12:00:00,Chelsea,Blackburn,5.0,0.0,1,1.0,0.0,H,A Wiley,26.0,5.0,15.0,2.0,8.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,1.2,6.5,15.0,1.2,6.0,12.0,1.17,6.5,19.0
1945,2009-10-24 12:00:00,Hull,Portsmouth,0.0,0.0,2,0.0,0.0,D,S Attwell,7.0,8.0,3.0,2.0,16.0,23.0,6.0,6.0,2.0,1.0,0.0,0.0,2.6,3.2,2.8,2.5,3.25,2.7,2.5,3.3,2.8
1946,2009-10-24 12:00:00,Tottenham,Stoke,0.0,1.0,3,0.0,0.0,D,L Probert,22.0,8.0,12.0,2.0,8.0,18.0,7.0,1.0,0.0,3.0,0.0,0.0,1.44,4.33,7.5,1.45,3.85,7.75,1.44,4.0,8.0
1947,2009-10-24 12:00:00,Wolves,Aston Villa,1.0,1.0,2,0.0,0.0,D,P Walton,8.0,12.0,4.0,8.0,10.0,16.0,8.0,3.0,1.0,2.0,0.0,0.0,3.5,3.2,2.2,3.6,3.4,2.1,3.4,3.3,2.15
1948,2009-10-25 12:00:00,Bolton,Everton,3.0,2.0,1,2.0,1.0,H,P Dowd,12.0,17.0,8.0,12.0,14.0,15.0,4.0,4.0,3.0,1.0,0.0,0.0,2.63,3.25,2.75,2.8,3.3,2.55,2.8,3.3,2.5
1949,2009-10-25 12:00:00,Liverpool,Man United,2.0,0.0,1,0.0,0.0,D,A Marriner,11.0,7.0,6.0,5.0,20.0,11.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,3.25,2.4,2.85,3.3,2.55,2.88,3.2,2.5
1950,2009-10-25 12:00:00,Man City,Fulham,2.0,2.0,2,0.0,0.0,D,K Friend,20.0,11.0,7.0,5.0,11.0,12.0,14.0,2.0,0.0,2.0,0.0,0.0,1.44,4.2,8.0,1.45,4.0,7.25,1.44,4.0,8.0
1951,2009-10-25 12:00:00,West Ham,Arsenal,2.0,2.0,2,0.0,2.0,A,C Foy,15.0,15.0,9.0,10.0,17.0,15.0,6.0,8.0,3.0,2.0,1.0,0.0,7.0,4.2,1.5,7.5,4.0,1.5,7.0,4.0,1.5
1952,2009-10-31 12:00:00,Arsenal,Tottenham,3.0,0.0,1,2.0,0.0,H,M Clattenburg,18.0,7.0,12.0,5.0,10.0,10.0,6.0,2.0,1.0,1.0,0.0,0.0,1.57,4.0,6.0,1.5,4.0,6.0,1.57,3.8,6.0
1953,2009-10-31 12:00:00,Bolton,Chelsea,0.0,4.0,3,0.0,1.0,A,P Walton,15.0,27.0,6.0,17.0,9.0,7.0,8.0,10.0,1.0,1.0,1.0,0.0,9.0,4.33,1.4,7.75,4.2,1.4,8.5,4.33,1.4
1954,2009-10-31 12:00:00,Burnley,Hull,2.0,0.0,1,1.0,0.0,H,M Jones,11.0,8.0,5.0,6.0,12.0,13.0,8.0,1.0,1.0,4.0,0.0,1.0,1.91,3.4,4.2,1.9,3.3,3.95,1.91,3.4,4.0
1955,2009-10-31 12:00:00,Everton,Aston Villa,1.0,1.0,2,1.0,0.0,H,L Probert,9.0,13.0,4.0,8.0,15.0,16.0,3.0,4.0,1.0,3.0,1.0,1.0,2.5,3.25,2.88,2.4,3.25,2.8,2.4,3.3,2.9
1956,2009-10-31 12:00:00,Fulham,Liverpool,3.0,1.0,1,1.0,1.0,D,L Mason,10.0,6.0,6.0,3.0,10.0,13.0,2.0,2.0,1.0,0.0,0.0,2.0,4.2,3.4,1.91,4.1,3.35,1.85,4.33,3.4,1.85
1957,2009-10-31 12:00:00,Man United,Blackburn,2.0,0.0,1,0.0,0.0,D,P Dowd,20.0,2.0,11.0,1.0,10.0,21.0,7.0,2.0,0.0,2.0,0.0,0.0,1.17,7.0,19.0,1.15,7.0,14.0,1.17,6.5,19.0
1958,2009-10-31 12:00:00,Portsmouth,Wigan,4.0,0.0,1,2.0,0.0,H,A Wiley,21.0,8.0,11.0,3.0,11.0,10.0,7.0,4.0,0.0,1.0,0.0,0.0,2.38,3.3,3.0,2.4,3.3,2.75,2.38,3.3,2.9
1959,2009-10-31 12:00:00,Stoke,Wolves,2.0,2.0,2,2.0,0.0,H,C Foy,10.0,11.0,5.0,7.0,13.0,15.0,4.0,3.0,0.0,3.0,0.0,0.0,1.91,3.4,4.2,1.9,3.25,4.0,1.91,3.4,4.0
1960,2009-10-31 12:00:00,Sunderland,West Ham,2.0,2.0,2,1.0,2.0,A,A Marriner,17.0,15.0,7.0,9.0,12.0,16.0,7.0,3.0,3.0,3.0,1.0,1.0,2.0,3.3,4.0,1.9,3.4,3.8,1.95,3.3,4.0
1961,2009-11-01 12:00:00,Birmingham,Man City,0.0,0.0,2,0.0,0.0,D,M Dean,7.0,14.0,4.0,6.0,9.0,8.0,4.0,8.0,3.0,1.0,1.0,0.0,4.33,3.6,1.83,4.25,3.6,1.75,4.33,3.5,1.83
1962,2009-11-04 12:00:00,West Ham,Aston Villa,2.0,1.0,1,1.0,0.0,H,S Bennett,14.0,13.0,7.0,10.0,11.0,12.0,6.0,14.0,2.0,4.0,0.0,1.0,2.75,3.3,2.63,2.75,3.2,2.45,2.62,3.3,2.62
1963,2009-11-07 12:00:00,Aston Villa,Bolton,5.0,1.0,1,2.0,1.0,H,M Clattenburg,19.0,13.0,13.0,9.0,17.0,16.0,8.0,1.0,1.0,4.0,0.0,0.0,1.8,3.5,4.75,1.7,3.6,4.6,1.73,3.5,5.0
1964,2009-11-07 12:00:00,Blackburn,Portsmouth,3.0,1.0,1,0.0,1.0,A,A Marriner,10.0,9.0,6.0,3.0,12.0,18.0,8.0,5.0,3.0,3.0,0.0,0.0,2.1,3.4,3.6,2.05,3.2,3.55,2.05,3.3,3.6
1965,2009-11-07 12:00:00,Man City,Burnley,3.0,3.0,2,1.0,2.0,A,S Attwell,13.0,6.0,8.0,4.0,10.0,11.0,8.0,3.0,1.0,3.0,0.0,0.0,1.33,4.75,11.0,1.35,4.5,8.5,1.33,4.8,9.5
1966,2009-11-07 12:00:00,Tottenham,Sunderland,2.0,0.0,1,1.0,0.0,H,K Friend,10.0,14.0,8.0,6.0,10.0,19.0,4.0,4.0,1.0,2.0,0.0,0.0,1.57,3.75,6.5,1.55,3.5,6.5,1.53,3.8,6.5
1967,2009-11-07 12:00:00,Wolves,Arsenal,1.0,4.0,3,0.0,3.0,A,St Bennett,8.0,11.0,6.0,6.0,9.0,15.0,4.0,4.0,2.0,3.0,0.0,0.0,9.0,4.75,1.36,7.5,4.25,1.4,8.0,4.8,1.36
1968,2009-11-08 12:00:00,Chelsea,Man United,1.0,0.0,1,0.0,0.0,D,Mn Atkinson,12.0,21.0,9.0,10.0,13.0,15.0,0.0,7.0,3.0,3.0,0.0,0.0,2.0,3.25,4.0,1.95,3.3,3.75,2.05,3.25,3.75
1969,2009-11-08 12:00:00,Hull,Stoke,2.0,1.0,1,0.0,1.0,A,M Dean,16.0,7.0,8.0,4.0,12.0,14.0,4.0,2.0,1.0,4.0,0.0,1.0,2.75,3.3,2.6,2.55,3.35,2.55,2.8,3.3,2.5
1970,2009-11-08 12:00:00,West Ham,Everton,1.0,2.0,3,0.0,1.0,A,A Wiley,16.0,9.0,7.0,6.0,12.0,18.0,5.0,4.0,0.0,5.0,0.0,0.0,2.4,3.3,3.0,2.3,3.35,2.85,2.4,3.3,2.9
1971,2009-11-08 12:00:00,Wigan,Fulham,1.0,1.0,2,1.0,1.0,D,P Dowd,19.0,7.0,12.0,3.0,15.0,16.0,10.0,6.0,2.0,1.0,0.0,0.0,2.25,3.2,3.4,2.2,3.3,3.1,2.37,3.25,3.0
1972,2009-11-09 12:00:00,Liverpool,Birmingham,2.0,2.0,2,1.0,2.0,A,P Walton,27.0,5.0,14.0,2.0,7.0,9.0,11.0,1.0,1.0,2.0,0.0,0.0,1.36,4.5,10.0,1.3,4.75,9.55,1.33,4.5,10.5
1973,2009-11-21 12:00:00,Birmingham,Fulham,1.0,0.0,1,1.0,0.0,H,C Foy,3.0,12.0,2.0,5.0,7.0,9.0,0.0,7.0,1.0,0.0,0.0,0.0,2.5,3.2,2.9,2.5,3.3,2.65,2.5,3.2,2.87
1974,2009-11-21 12:00:00,Burnley,Aston Villa,1.0,1.0,2,1.0,0.0,H,H Webb,11.0,10.0,6.0,6.0,6.0,12.0,6.0,8.0,0.0,3.0,0.0,0.0,3.4,3.3,2.2,3.15,3.35,2.15,3.3,3.2,2.25
1975,2009-11-21 12:00:00,Chelsea,Wolves,4.0,0.0,1,3.0,0.0,H,L Mason,23.0,4.0,14.0,3.0,4.0,14.0,5.0,6.0,0.0,2.0,0.0,0.0,1.17,7.0,19.0,1.15,6.75,15.0,1.17,6.5,19.0
1976,2009-11-21 12:00:00,Hull,West Ham,3.0,3.0,2,3.0,2.0,H,M Clattenburg,12.0,16.0,8.0,10.0,9.0,17.0,5.0,3.0,0.0,4.0,1.0,0.0,2.88,3.25,2.5,2.7,3.3,2.45,2.8,3.1,2.6
1977,2009-11-21 12:00:00,Liverpool,Man City,2.0,2.0,2,0.0,0.0,D,P Dowd,10.0,9.0,6.0,6.0,9.0,13.0,7.0,3.0,2.0,0.0,0.0,0.0,1.91,3.4,4.2,1.9,3.5,4.2,1.95,3.3,4.0
1978,2009-11-21 12:00:00,Man United,Everton,3.0,0.0,1,1.0,0.0,H,S Bennett,18.0,11.0,11.0,5.0,4.0,6.0,13.0,4.0,2.0,2.0,0.0,0.0,1.4,4.5,9.0,1.38,4.6,9.0,1.4,4.2,9.0
1979,2009-11-21 12:00:00,Sunderland,Arsenal,1.0,0.0,1,0.0,0.0,D,A Wiley,5.0,9.0,1.0,3.0,10.0,10.0,2.0,6.0,2.0,1.0,0.0,0.0,6.0,3.75,1.62,6.2,3.6,1.55,6.0,3.4,1.67
1980,2009-11-22 12:00:00,Bolton,Blackburn,0.0,2.0,3,0.0,1.0,A,M Dean,15.0,15.0,8.0,11.0,13.0,12.0,7.0,7.0,3.0,1.0,0.0,0.0,2.25,3.2,3.4,2.15,3.25,3.25,2.3,3.2,3.2
1981,2009-11-22 12:00:00,Stoke,Portsmouth,1.0,0.0,1,0.0,0.0,D,K Friend,9.0,14.0,3.0,7.0,15.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0,2.1,3.4,3.5,2.2,3.35,3.35,2.15,3.2,3.5
1982,2009-11-22 12:00:00,Tottenham,Wigan,9.0,1.0,1,1.0,0.0,H,P Walton,28.0,11.0,16.0,5.0,9.0,11.0,10.0,5.0,1.0,0.0,0.0,0.0,1.44,4.33,8.0,1.45,3.85,7.5,1.44,4.0,8.0
1983,2009-11-25 12:00:00,Fulham,Blackburn,3.0,0.0,1,1.0,0.0,H,S Attwell,8.0,7.0,4.0,3.0,7.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,2.1,3.3,3.6,2.1,3.2,3.4,2.1,3.25,3.6
1984,2009-11-25 12:00:00,Hull,Everton,3.0,2.0,1,3.0,0.0,H,M Atkinson,8.0,5.0,7.0,3.0,18.0,23.0,3.0,4.0,1.0,4.0,0.0,0.0,3.5,3.3,2.15,3.35,3.35,2.05,3.6,3.25,2.1
1985,2009-11-28 12:00:00,Aston Villa,Tottenham,1.0,1.0,2,1.0,0.0,H,P Dowd,12.0,23.0,4.0,17.0,10.0,8.0,7.0,9.0,0.0,1.0,0.0,0.0,2.5,3.25,2.88,2.35,3.35,2.8,2.5,3.3,2.8
1986,2009-11-28 12:00:00,Blackburn,Stoke,0.0,0.0,2,0.0,0.0,D,H Webb,11.0,7.0,4.0,4.0,12.0,11.0,9.0,2.0,1.0,2.0,0.0,0.0,1.91,3.4,4.2,1.85,3.4,4.0,1.91,3.3,4.2
1987,2009-11-28 12:00:00,Fulham,Bolton,1.0,1.0,2,0.0,1.0,A,S Bennett,12.0,4.0,7.0,2.0,7.0,21.0,8.0,5.0,1.0,6.0,0.0,0.0,1.91,3.5,4.2,1.9,3.4,3.85,1.91,3.4,4.0
1988,2009-11-28 12:00:00,Man City,Hull,1.0,1.0,2,1.0,0.0,H,L Probert,17.0,8.0,7.0,3.0,14.0,12.0,8.0,2.0,1.0,3.0,0.0,0.0,1.29,5.5,11.0,1.25,5.0,12.0,1.25,5.5,12.0
1989,2009-11-28 12:00:00,Portsmouth,Man United,1.0,4.0,3,1.0,1.0,D,M Dean,20.0,12.0,12.0,8.0,16.0,10.0,4.0,8.0,4.0,3.0,0.0,0.0,10.0,4.5,1.36,8.25,4.5,1.35,9.0,4.6,1.36
1990,2009-11-28 12:00:00,West Ham,Burnley,5.0,3.0,1,3.0,0.0,H,C Foy,9.0,16.0,5.0,10.0,10.0,15.0,1.0,7.0,2.0,1.0,0.0,1.0,1.8,3.6,4.5,1.75,3.4,4.6,1.8,3.5,4.5
1991,2009-11-28 12:00:00,Wigan,Sunderland,1.0,0.0,1,0.0,0.0,D,Mn Atkinson,16.0,9.0,10.0,4.0,12.0,14.0,5.0,8.0,0.0,3.0,0.0,0.0,2.4,3.4,2.9,2.4,3.3,2.75,2.4,3.3,2.9
1992,2009-11-29 12:00:00,Arsenal,Chelsea,0.0,3.0,3,0.0,2.0,A,A Marriner,5.0,7.0,3.0,5.0,17.0,12.0,4.0,3.0,2.0,2.0,0.0,0.0,2.7,3.2,2.7,2.6,3.1,2.7,2.62,3.2,2.7
1993,2009-11-29 12:00:00,Everton,Liverpool,0.0,2.0,3,0.0,1.0,A,A Wiley,12.0,9.0,8.0,7.0,15.0,12.0,6.0,4.0,1.0,0.0,0.0,0.0,3.5,3.4,2.1,3.3,3.3,2.1,3.6,3.25,2.1
1994,2009-11-29 12:00:00,Wolves,Birmingham,0.0,1.0,3,0.0,1.0,A,M Clattenburg,8.0,13.0,2.0,7.0,14.0,8.0,6.0,5.0,2.0,1.0,0.0,0.0,2.4,3.2,3.1,2.35,3.2,2.9,2.3,3.2,3.2
1995,2009-12-05 12:00:00,Arsenal,Stoke,2.0,0.0,1,1.0,0.0,H,M Clattenburg,12.0,5.0,8.0,4.0,3.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,1.29,5.0,13.0,1.25,5.0,12.0,1.25,5.5,12.0
1996,2009-12-05 12:00:00,Aston Villa,Hull,3.0,0.0,1,2.0,0.0,H,S Attwell,13.0,5.0,6.0,1.0,15.0,15.0,9.0,3.0,4.0,3.0,0.0,0.0,1.44,4.33,7.5,1.45,4.0,7.0,1.44,4.2,7.5
1997,2009-12-05 12:00:00,Blackburn,Liverpool,0.0,0.0,2,0.0,0.0,D,M Atkinson,9.0,15.0,3.0,11.0,15.0,9.0,1.0,8.0,1.0,0.0,0.0,0.0,5.25,3.8,1.67,4.8,3.5,1.7,5.0,3.5,1.73
1998,2009-12-05 12:00:00,Man City,Chelsea,2.0,1.0,1,1.0,1.0,D,H Webb,13.0,10.0,8.0,6.0,12.0,17.0,9.0,6.0,1.0,6.0,0.0,0.0,4.2,3.4,1.91,4.3,3.45,1.8,4.33,3.5,1.83
1999,2009-12-05 12:00:00,Portsmouth,Burnley,2.0,0.0,1,0.0,0.0,D,P Dowd,9.0,14.0,4.0,8.0,16.0,14.0,5.0,5.0,4.0,2.0,0.0,0.0,1.91,3.4,4.2,1.85,3.5,3.9,1.83,3.4,4.5
2000,2009-12-05 12:00:00,West Ham,Man United,0.0,4.0,3,0.0,1.0,A,P Walton,11.0,18.0,7.0,11.0,8.0,16.0,2.0,8.0,0.0,1.0,0.0,0.0,8.0,4.2,1.44,7.0,4.0,1.45,7.5,4.2,1.44
2001,2009-12-05 12:00:00,Wigan,Birmingham,2.0,3.0,3,1.0,0.0,H,L Probert,18.0,10.0,7.0,9.0,14.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,2.1,3.3,3.6,2.05,3.3,3.45,2.05,3.25,3.6
2002,2009-12-05 12:00:00,Wolves,Bolton,2.0,1.0,1,1.0,0.0,H,C Foy,12.0,17.0,11.0,10.0,9.0,16.0,11.0,10.0,2.0,1.0,0.0,0.0,2.38,3.25,3.1,2.35,3.2,2.9,2.3,3.2,3.2
2003,2009-12-06 12:00:00,Everton,Tottenham,2.0,2.0,2,0.0,0.0,D,A Marriner,15.0,19.0,6.0,11.0,11.0,18.0,1.0,6.0,4.0,4.0,0.0,0.0,2.88,3.25,2.5,2.6,3.35,2.5,2.8,3.3,2.5
2004,2009-12-06 12:00:00,Fulham,Sunderland,1.0,0.0,1,1.0,0.0,H,M Dean,16.0,8.0,5.0,5.0,9.0,12.0,4.0,8.0,1.0,2.0,0.0,0.0,2.1,3.3,3.6,2.1,3.25,3.35,2.1,3.3,3.5
2005,2009-12-12 12:00:00,Birmingham,West Ham,1.0,0.0,1,0.0,0.0,D,L Mason,16.0,14.0,9.0,7.0,12.0,13.0,11.0,7.0,3.0,4.0,0.0,1.0,2.1,3.3,3.6,2.1,3.25,3.35,2.15,3.3,3.4
2006,2009-12-12 12:00:00,Bolton,Man City,3.0,3.0,2,2.0,2.0,D,M Clattenburg,12.0,14.0,8.0,6.0,11.0,9.0,5.0,9.0,3.0,3.0,0.0,1.0,4.5,3.6,1.8,4.4,3.56,1.75,4.5,3.5,1.8
2007,2009-12-12 12:00:00,Burnley,Fulham,1.0,1.0,2,0.0,0.0,D,M Jones,10.0,12.0,8.0,6.0,12.0,8.0,7.0,4.0,0.0,2.0,0.0,0.0,2.63,3.25,2.75,2.6,3.25,2.55,2.62,3.3,2.62
2008,2009-12-12 12:00:00,Chelsea,Everton,3.0,3.0,2,2.0,2.0,D,P Dowd,25.0,10.0,13.0,7.0,13.0,17.0,7.0,1.0,0.0,1.0,0.0,0.0,1.25,5.5,15.0,1.25,5.0,12.0,1.22,5.5,15.0
2009,2009-12-12 12:00:00,Hull,Blackburn,0.0,0.0,2,0.0,0.0,D,C Foy,9.0,14.0,7.0,9.0,14.0,19.0,3.0,4.0,1.0,2.0,0.0,0.0,2.8,3.25,2.6,2.7,3.2,2.5,2.8,3.3,2.5
2010,2009-12-12 12:00:00,Man United,Aston Villa,0.0,1.0,3,0.0,1.0,A,M Atkinson,16.0,8.0,9.0,5.0,4.0,14.0,9.0,4.0,1.0,1.0,0.0,0.0,1.5,4.2,7.0,1.42,4.25,7.0,1.5,4.0,7.0
2011,2009-12-12 12:00:00,Stoke,Wigan,2.0,2.0,2,1.0,1.0,D,M Dean,14.0,11.0,5.0,8.0,19.0,8.0,5.0,3.0,5.0,1.0,0.0,0.0,2.1,3.3,3.6,2.1,3.3,3.65,2.1,3.3,3.5
2012,2009-12-12 12:00:00,Sunderland,Portsmouth,1.0,1.0,2,1.0,0.0,H,S Bennett,16.0,9.0,9.0,6.0,12.0,14.0,9.0,6.0,4.0,3.0,0.0,1.0,1.8,3.5,4.75,1.75,3.4,4.6,1.8,3.5,4.5
2013,2009-12-12 12:00:00,Tottenham,Wolves,0.0,1.0,3,0.0,1.0,A,S Attwell,18.0,3.0,10.0,3.0,8.0,13.0,1.0,5.0,0.0,5.0,0.0,0.0,1.25,5.75,13.0,1.25,5.25,11.0,1.25,5.5,12.0
2014,2009-12-13 12:00:00,Liverpool,Arsenal,1.0,2.0,3,1.0,0.0,H,H Webb,6.0,7.0,3.0,5.0,19.0,16.0,3.0,4.0,3.0,3.0,0.0,0.0,2.2,3.3,3.4,2.2,3.3,3.4,2.15,3.25,3.4
2015,2009-12-15 12:00:00,Birmingham,Blackburn,2.0,1.0,1,1.0,0.0,H,M Jones,13.0,8.0,6.0,4.0,8.0,16.0,6.0,7.0,2.0,2.0,0.0,0.0,2.2,3.25,3.4,2.1,3.2,3.4,2.25,3.1,3.4
2016,2009-12-15 12:00:00,Bolton,West Ham,3.0,1.0,1,0.0,0.0,D,A Marriner,23.0,9.0,12.0,6.0,10.0,7.0,8.0,4.0,4.0,1.0,0.0,0.0,2.25,3.3,3.25,2.2,3.25,3.15,2.25,3.2,3.25
2017,2009-12-15 12:00:00,Man United,Wolves,3.0,0.0,1,2.0,0.0,H,S Bennett,12.0,4.0,9.0,1.0,11.0,11.0,8.0,3.0,1.0,1.0,0.0,0.0,1.17,7.0,19.0,1.15,7.0,14.0,1.2,6.0,15.0
2018,2009-12-15 12:00:00,Sunderland,Aston Villa,0.0,2.0,3,0.0,1.0,A,K Friend,15.0,11.0,5.0,4.0,16.0,14.0,7.0,1.0,2.0,2.0,1.0,0.0,2.88,3.3,2.5,2.8,3.25,2.4,3.0,3.2,2.4
2019,2009-12-16 12:00:00,Burnley,Arsenal,1.0,1.0,2,1.0,1.0,D,M Dean,8.0,17.0,3.0,9.0,11.0,11.0,3.0,6.0,2.0,0.0,0.0,0.0,7.0,4.2,1.5,6.5,4.15,1.45,7.0,4.0,1.5
2020,2009-12-16 12:00:00,Chelsea,Portsmouth,2.0,1.0,1,1.0,0.0,H,M Clattenburg,21.0,7.0,8.0,3.0,11.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,1.14,8.0,19.0,1.12,8.0,16.0,1.14,7.5,17.0
2021,2009-12-16 12:00:00,Liverpool,Wigan,2.0,1.0,1,1.0,0.0,H,P Dowd,12.0,8.0,7.0,5.0,12.0,11.0,13.0,0.0,1.0,1.0,0.0,0.0,1.33,4.75,11.0,1.3,4.75,10.0,1.33,4.5,11.0
2022,2009-12-16 12:00:00,Tottenham,Man City,3.0,0.0,1,1.0,0.0,H,A Wiley,19.0,9.0,7.0,5.0,10.0,8.0,5.0,6.0,2.0,3.0,0.0,0.0,2.25,3.3,3.25,2.25,3.3,3.0,2.25,3.4,3.1
2023,2009-12-19 12:00:00,Arsenal,Hull,3.0,0.0,1,1.0,0.0,H,S Bennett,18.0,6.0,9.0,2.0,9.0,14.0,8.0,0.0,1.0,5.0,0.0,0.0,1.22,6.0,15.0,1.18,6.25,13.0,1.2,6.0,15.0
2024,2009-12-19 12:00:00,Aston Villa,Stoke,1.0,0.0,1,0.0,0.0,D,L Probert,17.0,13.0,8.0,5.0,9.0,12.0,3.0,4.0,0.0,1.0,0.0,0.0,1.4,4.33,9.0,1.45,3.85,7.5,1.4,4.2,9.0
2025,2009-12-19 12:00:00,Blackburn,Tottenham,0.0,2.0,3,0.0,1.0,A,P Walton,13.0,7.0,9.0,2.0,7.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,3.3,3.4,2.2,3.25,3.35,2.1,3.2,3.3,2.15
2026,2009-12-19 12:00:00,Fulham,Man United,3.0,0.0,1,1.0,0.0,H,H Webb,10.0,16.0,7.0,4.0,10.0,9.0,5.0,2.0,0.0,1.0,0.0,0.0,6.5,4.0,1.57,6.35,4.0,1.55,6.5,4.0,1.53
2027,2009-12-19 12:00:00,Man City,Sunderland,4.0,3.0,1,3.0,2.0,H,A Marriner,11.0,7.0,5.0,5.0,13.0,8.0,6.0,4.0,2.0,2.0,0.0,1.0,1.53,4.0,7.0,1.45,4.0,7.25,1.44,4.2,7.5
2028,2009-12-19 12:00:00,Portsmouth,Liverpool,2.0,0.0,1,1.0,0.0,H,L Mason,14.0,7.0,6.0,3.0,7.0,12.0,8.0,10.0,3.0,3.0,0.0,1.0,5.5,4.0,1.62,5.85,4.0,1.58,6.0,3.8,1.57
2029,2009-12-20 12:00:00,Everton,Birmingham,1.0,1.0,2,1.0,1.0,D,S Attwell,19.0,2.0,7.0,1.0,8.0,9.0,6.0,4.0,0.0,3.0,0.0,0.0,1.83,3.5,4.5,1.85,3.45,4.5,1.8,3.4,4.6
2030,2009-12-20 12:00:00,West Ham,Chelsea,1.0,1.0,2,1.0,0.0,H,M Dean,6.0,20.0,5.0,6.0,17.0,16.0,5.0,5.0,4.0,3.0,0.0,0.0,8.5,4.5,1.4,8.5,5.1,1.35,8.5,4.6,1.36
2031,2009-12-20 12:00:00,Wolves,Burnley,2.0,0.0,1,1.0,0.0,H,M Atkinson,12.0,10.0,12.0,6.0,17.0,9.0,5.0,5.0,2.0,1.0,0.0,0.0,2.1,3.3,3.6,2.1,3.25,3.35,2.0,3.4,3.75
2032,2009-12-26 12:00:00,Birmingham,Chelsea,0.0,0.0,2,0.0,0.0,D,P Walton,11.0,27.0,4.0,12.0,6.0,17.0,7.0,11.0,1.0,2.0,0.0,1.0,6.5,3.8,1.57,6.95,4.0,1.45,6.5,3.6,1.44
2033,2009-12-26 12:00:00,Burnley,Bolton,1.0,1.0,2,0.0,1.0,A,C Foy,15.0,11.0,7.0,5.0,11.0,12.0,8.0,2.0,0.0,0.0,0.0,0.0,2.38,3.3,3.0,2.25,3.2,3.1,2.15,3.25,2.87
2034,2009-12-26 12:00:00,Fulham,Tottenham,0.0,0.0,2,0.0,0.0,D,S Bennett,15.0,6.0,6.0,1.0,19.0,12.0,4.0,2.0,1.0,0.0,0.0,0.0,2.8,3.4,2.5,2.8,3.2,2.45,2.75,3.2,2.25
2035,2009-12-26 12:00:00,Liverpool,Wolves,2.0,0.0,1,0.0,0.0,D,A Marriner,14.0,6.0,10.0,2.0,9.0,10.0,7.0,1.0,0.0,1.0,0.0,1.0,1.29,5.5,11.0,1.25,5.5,10.0,1.25,4.5,10.0
2036,2009-12-26 12:00:00,Man City,Stoke,2.0,0.0,1,2.0,0.0,H,L Mason,12.0,7.0,6.0,3.0,13.0,10.0,7.0,6.0,0.0,2.0,0.0,0.0,1.44,4.33,7.5,1.4,4.0,8.5,1.4,4.0,6.5
2037,2009-12-26 12:00:00,Sunderland,Everton,1.0,1.0,2,1.0,0.0,H,M Atkinson,10.0,12.0,6.0,4.0,17.0,16.0,4.0,12.0,1.0,3.0,0.0,0.0,2.38,3.3,3.0,2.35,3.2,2.9,2.2,3.25,2.75
2038,2009-12-26 12:00:00,West Ham,Portsmouth,2.0,0.0,1,1.0,0.0,H,L Probert,13.0,11.0,5.0,7.0,10.0,19.0,6.0,4.0,0.0,3.0,0.0,0.0,2.1,3.3,3.6,2.1,3.2,3.4,2.0,3.2,3.2
2039,2009-12-26 12:00:00,Wigan,Blackburn,1.0,1.0,2,0.0,1.0,A,M Clattenburg,14.0,8.0,8.0,3.0,10.0,18.0,6.0,2.0,1.0,4.0,0.0,0.0,2.3,3.25,3.2,2.3,3.2,3.0,2.15,3.25,2.87
2040,2009-12-27 12:00:00,Arsenal,Aston Villa,3.0,0.0,1,0.0,0.0,D,P Dowd,19.0,7.0,12.0,3.0,14.0,18.0,10.0,4.0,1.0,3.0,0.0,0.0,1.73,3.5,5.0,1.6,3.75,5.25,1.57,3.5,5.0
2041,2009-12-27 12:00:00,Hull,Man United,1.0,3.0,3,0.0,1.0,A,A Wiley,12.0,19.0,6.0,11.0,13.0,17.0,5.0,6.0,0.0,2.0,0.0,0.0,8.0,4.2,1.4,7.5,4.25,1.4,7.5,4.2,1.33
