date,match_id,team,home_away,GoalsScored,HTGoalsScored,Shots,ShotsOnTarget,Fouls,Corners,YellowCards,RedCards,B365Odds,B365DrawOdds,BWOdds,BWDrawOdds,WHOdds,WHDrawOdds,FullTimeResult,GoalsConceded,HTGoalsConceded,shotsConceded,shotsOnTargetConceded,foulsConceded,cornersConceded,yellowCardsConceded,redCardsConceded,B365OddsAgainst,BWOddsAgainst,WHOddsAgainst
2024-09-14 15:00:00,7590,Fulham,H,1.0,1.0,21.0,5.0,15.0,3.0,2.0,0.0,2.38,3.25,2.4,3.6,2.5,3.4,2,1.0,0.0,11.0,3.0,18.0,2.0,3.0,0.0,3.0,2.8,2.88
2024-09-21 15:00:00,7598,Fulham,H,3.0,2.0,22.0,11.0,16.0,6.0,6.0,0.0,3.0,3.4,2.87,3.6,2.88,3.4,1,1.0,0.0,15.0,4.0,8.0,0.0,0.0,0.0,2.4,2.35,2.5
2024-09-28 15:00:00,7611,Fulham,A,1.0,0.0,14.0,2.0,15.0,5.0,4.0,0.0,3.0,3.3,3.0,3.3,3.1,3.3,3,0.0,0.0,11.0,1.0,11.0,6.0,2.0,0.0,2.38,2.37,2.38
2024-10-05 15:00:00,7621,Fulham,A,2.0,1.0,11.0,4.0,10.0,3.0,1.0,0.0,9.5,7.0,11.0,6.75,12.0,6.0,1,3.0,1.0,20.0,7.0,4.0,8.0,2.0,0.0,1.25,1.24,1.25
2024-10-19 15:00:00,7627,Fulham,H,1.0,1.0,10.0,4.0,8.0,6.0,3.0,1.0,2.45,3.5,2.4,3.5,2.4,3.6,3,3.0,1.0,14.0,5.0,11.0,11.0,3.0,1.0,2.8,2.85,2.88
2024-10-26 17:30:00,7640,Fulham,A,1.0,0.0,14.0,3.0,8.0,2.0,0.0,0.0,2.63,3.25,2.55,3.3,2.62,3.3,2,1.0,0.0,10.0,5.0,8.0,4.0,1.0,0.0,2.75,2.75,2.75
2024-11-04 20:00:00,7655,Fulham,H,2.0,0.0,26.0,12.0,3.0,11.0,2.0,0.0,2.0,3.7,2.05,3.6,2.05,3.7,1,1.0,1.0,5.0,2.0,10.0,3.0,1.0,0.0,3.5,3.5,3.5
2024-11-09 15:00:00,7658,Fulham,A,2.0,1.0,17.0,7.0,11.0,8.0,1.0,0.0,2.55,3.5,2.7,3.4,2.62,3.4,3,0.0,0.0,13.0,5.0,10.0,1.0,1.0,1.0,2.7,2.6,2.7
2024-11-23 15:00:00,7670,Fulham,H,1.0,1.0,10.0,3.0,14.0,7.0,3.0,0.0,1.62,4.0,1.66,4.0,1.67,4.0,3,4.0,1.0,10.0,5.0,14.0,2.0,0.0,0.0,5.25,5.0,5.0
2024-12-01 13:30:00,7685,Fulham,A,1.0,0.0,14.0,6.0,14.0,11.0,1.0,1.0,4.1,4.5,4.33,4.33,4.33,4.2,2,1.0,0.0,8.0,3.0,4.0,7.0,0.0,0.0,1.7,1.7,1.73
2024-12-05 19:30:00,7695,Fulham,H,3.0,1.0,6.0,2.0,7.0,5.0,2.0,0.0,2.35,3.6,2.3,3.6,2.3,3.7,1,1.0,0.0,13.0,3.0,8.0,6.0,2.0,0.0,2.88,2.9,2.9
2024-12-08 14:00:00,7700,Fulham,H,1.0,1.0,2.0,2.0,10.0,0.0,4.0,0.0,5.0,4.33,5.5,4.2,5.5,4.2,2,1.0,0.0,12.0,4.0,9.0,6.0,2.0,0.0,1.6,1.6,1.6
2024-12-14 15:00:00,7706,Fulham,A,2.0,1.0,12.0,3.0,7.0,4.0,4.0,0.0,8.0,5.5,9.25,5.75,8.5,5.5,2,2.0,0.0,16.0,4.0,10.0,5.0,3.0,1.0,1.33,1.31,1.33
2024-12-22 14:00:00,7721,Fulham,H,0.0,0.0,16.0,5.0,8.0,6.0,1.0,0.0,1.42,4.75,1.43,5.0,1.4,4.8,2,0.0,0.0,5.0,1.0,15.0,5.0,3.0,0.0,7.0,6.75,7.0
2024-12-26 15:00:00,7726,Fulham,A,2.0,0.0,14.0,7.0,13.0,1.0,3.0,0.0,6.0,4.75,6.0,4.8,5.8,4.75,3,1.0,1.0,12.0,8.0,13.0,3.0,1.0,0.0,1.48,1.49,1.5
2024-12-29 15:00:00,7737,Fulham,H,2.0,1.0,11.0,6.0,7.0,1.0,1.0,0.0,2.3,3.6,2.35,3.6,2.4,3.6,2,2.0,0.0,16.0,9.0,16.0,7.0,3.0,0.0,2.88,2.9,2.8
2025-01-05 14:00:00,7752,Fulham,H,2.0,0.0,15.0,4.0,10.0,9.0,1.0,0.0,1.55,4.2,1.55,4.4,1.57,4.2,2,2.0,1.0,7.0,3.0,14.0,2.0,5.0,0.0,5.75,5.75,5.5
2025-01-14 19:30:00,7758,Fulham,A,2.0,0.0,21.0,5.0,18.0,3.0,3.0,0.0,2.38,3.4,2.4,3.4,2.4,3.4,1,3.0,2.0,4.0,3.0,9.0,0.0,3.0,0.0,3.0,2.95,2.9
2025-01-18 15:00:00,7767,Fulham,A,2.0,0.0,17.0,2.0,8.0,2.0,1.0,0.0,1.8,3.7,1.9,3.7,1.85,3.75,3,0.0,0.0,8.0,4.0,8.0,5.0,3.0,0.0,4.33,4.0,3.9
2025-01-26 19:00:00,7783,Fulham,H,0.0,0.0,9.0,3.0,7.0,3.0,0.0,0.0,2.3,3.4,2.3,3.4,2.3,3.4,3,1.0,0.0,4.0,1.0,9.0,0.0,1.0,0.0,3.1,3.0,3.0
2025-02-01 15:00:00,7788,Fulham,A,2.0,0.0,15.0,4.0,15.0,7.0,4.0,0.0,4.75,4.0,4.6,4.0,4.4,4.0,3,1.0,1.0,11.0,4.0,10.0,4.0,4.0,0.0,1.7,1.71,1.73
2017-08-12 12:00:00,4899,Huddersfield,A,3.0,2.0,8.0,6.0,19.0,9.0,3.0,0.0,5.0,3.6,4.75,3.5,5.0,3.3,3,0.0,0.0,14.0,4.0,7.0,12.0,1.0,0.0,1.83,1.8,1.8
2017-08-20 12:00:00,4913,Huddersfield,H,1.0,0.0,7.0,3.0,13.0,7.0,3.0,0.0,2.5,3.25,2.4,3.25,2.5,3.1,1,0.0,0.0,13.0,5.0,10.0,3.0,4.0,0.0,3.2,3.1,3.0
2017-08-26 12:00:00,4918,Huddersfield,H,0.0,0.0,16.0,6.0,10.0,5.0,0.0,0.0,3.9,3.4,3.9,3.2,3.8,3.1,2,0.0,0.0,6.0,3.0,10.0,4.0,1.0,0.0,2.1,2.1,2.1
2017-09-11 12:00:00,4935,Huddersfield,A,0.0,0.0,10.0,2.0,14.0,3.0,2.0,0.0,4.5,3.5,4.5,3.5,4.33,3.5,1,2.0,0.0,19.0,3.0,11.0,10.0,1.0,0.0,1.95,1.83,1.85
2017-09-16 12:00:00,4938,Huddersfield,H,1.0,0.0,15.0,3.0,6.0,8.0,1.0,0.0,3.5,3.4,3.2,3.25,3.3,3.3,2,1.0,0.0,10.0,1.0,6.0,4.0,1.0,0.0,2.25,2.3,2.2
2017-09-23 12:00:00,4946,Huddersfield,A,0.0,0.0,9.0,2.0,13.0,4.0,2.0,0.0,3.9,3.25,3.75,3.1,3.8,3.1,2,0.0,0.0,5.0,3.0,9.0,3.0,3.0,0.0,2.15,2.15,2.1
2017-09-30 12:00:00,4958,Huddersfield,H,0.0,0.0,6.0,1.0,7.0,4.0,1.0,0.0,8.5,4.75,8.0,4.75,8.0,4.5,3,4.0,3.0,14.0,7.0,4.0,7.0,1.0,0.0,1.36,1.36,1.4
2017-10-14 12:00:00,4970,Huddersfield,A,0.0,0.0,7.0,2.0,16.0,3.0,5.0,0.0,3.75,3.25,3.8,3.1,3.8,3.2,1,2.0,1.0,7.0,3.0,12.0,5.0,1.0,0.0,2.2,2.15,2.15
2017-10-21 12:00:00,4978,Huddersfield,H,2.0,2.0,5.0,3.0,10.0,4.0,4.0,0.0,11.0,5.0,9.5,5.25,11.0,5.0,1,1.0,0.0,9.0,3.0,12.0,7.0,2.0,0.0,1.36,1.33,1.33
2017-10-28 12:00:00,4989,Huddersfield,A,0.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,13.0,6.75,12.5,6.5,12.0,6.5,1,3.0,0.0,16.0,8.0,10.0,9.0,0.0,0.0,1.25,1.22,1.25
2017-11-04 12:00:00,4996,Huddersfield,H,1.0,1.0,7.0,3.0,8.0,3.0,1.0,1.0,2.79,3.0,2.65,3.0,2.7,3.0,1,0.0,0.0,9.0,3.0,15.0,5.0,4.0,0.0,3.0,2.95,3.0
2017-11-18 12:00:00,5007,Huddersfield,A,0.0,0.0,20.0,3.0,10.0,11.0,2.0,0.0,5.25,3.5,4.75,3.4,5.0,3.3,1,4.0,2.0,11.0,5.0,13.0,8.0,3.0,1.0,1.83,1.83,1.85
2017-11-26 12:00:00,5024,Huddersfield,H,1.0,1.0,4.0,0.0,10.0,3.0,2.0,1.0,17.0,8.0,15.0,7.25,17.0,6.5,3,2.0,0.0,14.0,5.0,10.0,7.0,3.0,0.0,1.18,1.18,1.2
2017-11-29 12:00:00,5030,Huddersfield,A,0.0,0.0,7.0,2.0,12.0,2.0,1.0,0.0,17.0,7.5,17.0,7.0,15.0,7.0,1,5.0,1.0,21.0,7.0,10.0,7.0,0.0,0.0,1.19,1.18,1.2
2017-12-02 12:00:00,5039,Huddersfield,A,0.0,0.0,5.0,3.0,9.0,5.0,1.0,0.0,5.5,3.79,5.25,3.7,5.5,3.5,1,2.0,0.0,6.0,4.0,12.0,2.0,2.0,0.0,1.72,1.7,1.73
2017-12-09 12:00:00,5048,Huddersfield,H,2.0,2.0,19.0,6.0,6.0,8.0,0.0,0.0,2.7,3.1,2.55,3.0,2.62,2.9,1,0.0,0.0,7.0,2.0,10.0,1.0,0.0,0.0,3.0,3.1,3.0
2017-12-12 12:00:00,5058,Huddersfield,H,1.0,0.0,7.0,2.0,11.0,1.0,0.0,0.0,9.0,4.5,8.5,4.33,9.0,4.6,3,3.0,2.0,12.0,5.0,4.0,3.0,0.0,0.0,1.44,1.42,1.4
2017-12-16 12:00:00,5072,Huddersfield,A,4.0,2.0,15.0,9.0,17.0,7.0,1.0,1.0,5.0,3.75,5.0,3.7,5.0,3.5,3,1.0,0.0,13.0,3.0,12.0,8.0,2.0,1.0,1.8,1.72,1.8
2017-12-23 12:00:00,5082,Huddersfield,A,1.0,0.0,10.0,3.0,9.0,1.0,1.0,0.0,6.5,3.89,6.25,3.8,6.5,3.75,2,1.0,1.0,12.0,6.0,16.0,9.0,2.0,0.0,1.61,1.6,1.62
2017-12-26 12:00:00,5088,Huddersfield,H,1.0,1.0,18.0,8.0,9.0,8.0,2.0,0.0,2.5,3.2,2.5,3.1,2.5,3.1,2,1.0,0.0,15.0,7.0,12.0,5.0,4.0,0.0,3.2,3.1,3.1
2017-12-30 12:00:00,5098,Huddersfield,H,0.0,0.0,3.0,1.0,14.0,5.0,2.0,0.0,2.37,3.1,2.3,3.1,2.38,2.9,2,0.0,0.0,11.0,4.0,14.0,4.0,1.0,0.0,3.5,3.4,3.4
2018-01-01 12:00:00,5108,Huddersfield,A,0.0,0.0,6.0,1.0,9.0,1.0,1.0,0.0,6.0,3.79,5.75,3.9,5.5,3.75,1,3.0,0.0,11.0,5.0,7.0,4.0,1.0,0.0,1.66,1.62,1.67
2018-01-13 12:00:00,5118,Huddersfield,H,1.0,1.0,8.0,2.0,7.0,7.0,1.0,0.0,2.62,3.1,2.6,3.0,2.7,3.0,3,4.0,1.0,8.0,6.0,9.0,3.0,1.0,0.0,3.1,3.0,3.0
2018-01-20 12:00:00,5132,Huddersfield,A,0.0,0.0,6.0,3.0,13.0,2.0,1.0,0.0,4.09,3.39,4.0,3.3,4.0,3.3,1,2.0,0.0,11.0,6.0,18.0,3.0,1.0,0.0,2.04,2.0,2.05
2018-01-30 12:00:00,5136,Huddersfield,H,0.0,0.0,5.0,1.0,8.0,1.0,0.0,0.0,12.0,5.75,10.5,5.5,11.0,5.5,3,3.0,2.0,14.0,7.0,8.0,4.0,0.0,0.0,1.3,1.3,1.3
2018-02-03 12:00:00,5151,Huddersfield,A,0.0,0.0,4.0,0.0,19.0,2.0,4.0,0.0,19.0,8.5,19.0,8.25,21.0,7.5,1,2.0,0.0,16.0,7.0,5.0,5.0,2.0,0.0,1.16,1.14,1.17
2018-02-11 12:00:00,5162,Huddersfield,H,4.0,2.0,15.0,4.0,12.0,2.0,0.0,0.0,3.25,3.2,3.4,3.1,3.25,3.1,1,1.0,1.0,7.0,2.0,12.0,6.0,3.0,0.0,2.25,2.3,2.3
2018-02-24 12:00:00,5172,Huddersfield,A,2.0,0.0,16.0,7.0,9.0,3.0,1.0,0.0,4.75,3.29,4.5,3.3,4.4,3.1,3,1.0,0.0,10.0,3.0,11.0,6.0,1.0,0.0,1.95,1.9,1.95
2018-03-03 12:00:00,5181,Huddersfield,A,0.0,0.0,3.0,3.0,8.0,1.0,1.0,0.0,17.0,7.5,14.5,6.75,17.0,7.0,1,2.0,1.0,15.0,7.0,6.0,8.0,1.0,0.0,1.19,1.2,1.2
